title,summary,source,published_at,url
"NDB’s mandate needs renewal with focus on agility, efficiency: FM Sitharaman","‘NBD has approved more than 100 projects and it has approved more than $35 billion in financing across member countries, including key Indian initiatives, like the metro rail, renewable energy and water management’",BusinessLine,2025-07-05T07:02:41Z,https://www.thehindubusinessline.com/money-and-banking/ndbs-mandate-needs-renewal-with-focus-on-agility-efficiency-fm-sitharaman/article69775835.ece
China is increasingly a home to major brands,My journey to a Huawei watch,Substack.com,2025-07-07T21:39:17Z,https://musgrave.substack.com/p/oh-no-i-betrayed-america
What difference has BRICS made on the world stage?,The bloc of nations has expanded and aims to reform what it calls a Western-led global order.,Al Jazeera English,2025-07-07T20:34:53Z,https://www.aljazeera.com/video/inside-story/2025/7/7/what-difference-has-brics-made-on-the-world-stage
"BRICS condemns attacks on Iran, Gaza war, Trump tariffs: Key takeaways",Bloc takes firm positions at summit on key global conflicts while avoiding criticism of Russia for the Ukraine war.,Al Jazeera English,2025-07-07T13:34:58Z,https://www.aljazeera.com/news/2025/7/7/brics-condemns-attacks-on-iran-gaza-war-trump-tariffs-key-takeaways
"Visualising US manufacturing, as Trump’s tariff deadline looms","The US is the world’s second-largest manufacturer after China, adding $2.9 trillion to the global economy.",Al Jazeera English,2025-07-08T09:14:31Z,https://www.aljazeera.com/news/2025/7/8/visualising-us-manufacturing-as-trumps-tariff-deadline-looms
UN expert says firms aiding Israel’s genocide can be prosecuted,"In her UN report, Francesca Albanese says global firms profiting from Israel's genocide can be held accountable.",Al Jazeera English,2025-07-08T16:52:15Z,https://www.aljazeera.com/video/newsfeed/2025/7/8/un-expert-says-firms-aiding-israels-genocide-can-be-prosecuted
How an al-Qaeda offshoot became one of Africa's deadliest militant groups,JNIM has emerged as the deadliest jihadist group in West Africa as armies struggle to stem the attacks.,BBC News,2025-07-07T01:04:56Z,https://www.bbc.com/news/articles/cg4r5wylwq6o
Former Arsenal sporting director Edu joins Forest,Former Arsenal sporting director Edu joins Nottingham Forest in a newly established global head of football role.,BBC News,2025-07-07T17:12:58Z,https://www.bbc.com/sport/football/articles/c24v698en8vo
Disney And Hearst Exploring Sale Of A+E Global Media,"A+E Global Media, parent of long-established cable networks A&E, History and Lifetime, is exploring a potential sale. The company, a joint venture of Disney and Hearst which rebranded earlier this year from A+E Networks, has retained Wells Fargo to help it lo…",Deadline,2025-07-08T13:46:10Z,http://deadline.com/2025/07/disney-and-hearst-exploring-sale-of-ae-global-media-cable-tv-1236451721/
"Oil prices ease as traders assess US tariffs, OPEC+ output hike","(Reuters) -Oil prices eased on Tuesday after rising almost 2% in the previous session, as investors assessed new developments on U.S. tariffs and a higher...",Yahoo Entertainment,2025-07-08T00:50:32Z,https://uk.finance.yahoo.com/news/oil-prices-ease-traders-assess-005032732.html
Coca-Cola Investigation Could Shake Up the Beverage Industry,Coca-Cola is back in the hot seat. The Turkish government has launched an investigation into the beverage giant over allegations it’s using its market power ...,Men's Journal,2025-07-06T01:18:13Z,https://www.mensjournal.com/food-drink/coca-cola-investigation-could-shake-up-the-beverage-industry
